>,9.4,
-,1.0,
.,382.874450684,
.,177.136535645,
>,6.35,
-,1.0,
MAX REWD: 6.35 MODEL_ID: 1,
.,18.312730789,
.,20.046253204,
.,17.096008301,
.,26.054763794,
.,29.261678696,
.,23.433824539,
.,17.087593079,
.,25.932559967,
.,13.001402855,
.,11.759078026,
.,17.970497131,
.,16.733278275,
.,15.096412659,
.,13.706995010,
.,12.531230927,
.,14.242601395,
.,13.458620071,
.,10.114629745,
.,26.430503845,
.,23.720233917,
.,10.504303932,
.,17.972339630,
.,19.482923508,
.,13.773447037,
.,11.827177048,
.,13.962434769,
.,12.980707169,
.,17.388704300,
.,14.931507111,
.,14.404618263,
.,13.197772980,
.,9.635593414,
.,13.000140190,
.,10.347818375,
.,17.215417862,
.,16.223157883,
.,20.677276611,
.,15.417290688,
.,10.966985703,
.,9.332468033,
>,7.875,
-,1.0,
MAX REWD: 7.875 MODEL_ID: 2,
.,15.861816406,
.,13.610565186,
.,20.325382233,
.,9.978979111,
.,15.615028381,
.,8.755064011,
.,14.722399712,
.,13.422992706,
.,15.190332413,
.,25.741884232,
.,16.556591034,
.,13.746793747,
.,21.112533569,
.,11.658189774,
.,11.809505463,
.,16.321916580,
.,17.602512360,
.,21.821575165,
.,20.290283203,
.,14.354000092,
.,12.301256180,
.,15.772083282,
.,11.735105515,
.,20.184543610,
.,18.700508118,
.,13.752311707,
.,16.955438614,
.,14.533819199,
.,16.615400314,
.,12.529201508,
.,14.497632980,
.,8.812392235,
.,12.091505051,
.,12.298939705,
.,11.590942383,
.,23.099128723,
.,11.084920883,
.,14.890721321,
.,14.203012466,
.,12.154085159,
>,7.225,
-,1.0,
MAX REWD: 7.875 MODEL_ID: 2,
.,11.991630554,
.,16.766071320,
.,13.701740265,
.,15.104310036,
.,14.542196274,
.,16.756645203,
.,11.532859802,
.,15.071531296,
.,9.529109001,
.,17.852729797,
.,19.543159485,
.,14.454090118,
.,14.732603073,
.,21.420543671,
.,16.508766174,
.,22.993040085,
.,13.751851082,
.,14.119400024,
.,15.985347748,
.,14.037860870,
.,11.273032188,
.,21.124132156,
.,11.206691742,
.,8.711442947,
.,14.592596054,
.,15.679454803,
.,15.199784279,
.,11.862524033,
.,10.851210594,
.,11.788623810,
.,20.357358932,
.,9.676651001,
.,10.515251160,
.,10.752626419,
.,17.743474960,
.,11.228856087,
.,7.475667953,
.,10.715071678,
.,9.735364914,
.,18.227773666,
>,7.875,
-,1.0,
MAX REWD: 7.875 MODEL_ID: 2,
.,9.727218628,
.,14.184946060,
.,13.580274582,
.,15.513649940,
.,16.164421082,
.,8.635455132,
.,10.086520195,
.,18.548944473,
.,8.575086594,
.,11.692875862,
.,15.574119568,
.,19.040920258,
.,13.622220993,
.,14.020339966,
.,11.837314606,
.,8.446058273,
.,6.815839291,
.,8.616448402,
.,9.930064201,
.,9.103326797,
.,11.134410858,
.,7.761745453,
.,5.967304707,
.,7.845849991,
.,12.239339828,
.,15.494255066,
.,20.441576004,
.,17.119752884,
.,10.454654694,
.,8.238257408,
.,12.190973282,
.,16.306835175,
.,8.719386101,
.,17.775747299,
.,17.030643463,
.,11.202459335,
.,11.099671364,
.,7.059699535,
.,8.133320808,
.,22.988031387,
>,8.05,
-,0.9511101304657719,
MAX REWD: 8.05 MODEL_ID: 5,
.,7.844814301,
.,7.134490967,
.,14.665034294,
.,20.399734497,
.,9.688770294,
.,11.522858620,
.,8.726710320,
.,9.686582565,
.,8.130498886,
.,12.084815979,
.,8.975004196,
.,11.839564323,
.,17.897716522,
.,11.615778923,
.,10.607460022,
.,7.017489433,
.,7.173599243,
.,12.972152710,
.,13.648930550,
.,14.822633743,
.,13.510896683,
.,9.886230469,
.,11.498762131,
.,9.258852005,
.,10.070566177,
.,11.465768814,
.,7.763124466,
.,10.270533562,
.,18.259960175,
.,14.703321457,
.,12.302070618,
.,9.089507103,
.,7.387918472,
.,7.905684948,
.,8.431238174,
.,9.933425903,
.,10.567007065,
.,14.801147461,
.,10.572954178,
.,8.356187820,
>,8.95,
-,0.8603841919146962,
MAX REWD: 8.95 MODEL_ID: 6,
.,7.224852562,
.,15.126655579,
.,7.614873886,
.,7.602970123,
.,10.379865646,
.,13.993270874,
.,8.337600708,
.,9.775394440,
.,10.205255508,
.,11.544166565,
.,9.280196190,
.,8.087010384,
.,10.291967392,
.,9.691072464,
.,11.057189941,
.,11.391159058,
.,7.599831581,
.,12.422739029,
.,10.193932533,
.,9.622026443,
.,10.000347137,
.,12.521641731,
.,15.150081635,
.,12.901290894,
.,12.122489929,
.,8.602890968,
.,5.902755260,
.,12.553888321,
.,5.798440933,
.,12.791691780,
.,7.039340019,
.,8.664607048,
.,9.217997551,
.,8.265270233,
.,8.352746964,
.,6.317120552,
.,10.484818459,
.,12.885383606,
.,9.890923500,
.,13.294851303,
>,7.8,
-,0.778312557068642,
MAX REWD: 8.95 MODEL_ID: 6,
.,13.414533615,
.,9.237550735,
.,6.397009850,
.,10.809935570,
.,10.592047691,
.,17.022743225,
.,14.313717842,
.,11.289031982,
.,10.066486359,
.,8.859871864,
.,8.000225067,
.,18.429691315,
.,8.563941956,
.,10.597686768,
.,9.464414597,
.,9.439832687,
.,12.476247787,
.,7.859744549,
.,8.924424171,
.,12.703389168,
.,8.586400032,
.,11.222208023,
.,10.018783569,
.,6.739147663,
.,9.744051933,
.,8.851920128,
.,8.042308807,
.,5.529779434,
.,10.216217041,
.,15.775023460,
.,7.392997742,
.,15.487449646,
.,7.094907761,
.,16.437711716,
.,8.911451340,
.,8.530141830,
.,8.733611107,
.,7.632911682,
.,6.118548393,
.,11.046452522,
>,7.375,
-,0.7040696960536299,
MAX REWD: 8.95 MODEL_ID: 6,
.,10.475198746,
.,8.700084686,
.,8.591350555,
.,12.489740372,
.,12.864807129,
.,10.586380005,
.,7.905034542,
.,8.930384636,
.,8.040565491,
.,5.544937611,
.,11.773814201,
.,5.403301716,
.,6.262980938,
.,7.233897209,
.,11.636775970,
.,11.454364777,
.,7.567483425,
.,10.707644463,
.,12.529720306,
.,7.058170319,
.,8.388140678,
.,11.793420792,
.,11.553874969,
.,11.342956543,
.,6.732892036,
.,9.010776520,
.,8.494255066,
.,9.822235107,
.,10.132013321,
.,9.630376816,
.,11.520793915,
.,6.277691841,
.,7.902663231,
.,6.052576065,
.,10.851149559,
.,10.039215088,
.,6.004874229,
.,5.670664787,
.,9.683871269,
.,12.460622787,
>,8.95,
-,0.6369088258938781,
MAX REWD: 8.95 MODEL_ID: 6,
.,4.932980537,
.,7.909471512,
.,6.074110031,
.,8.497857094,
.,11.094586372,
.,10.069520950,
.,10.651111603,
.,7.187120438,
.,9.852231979,
.,10.604059219,
.,8.154885292,
.,12.746139526,
